,Village_Area_Name,Beat_Name,Year,count
84372,VADERHOBLI VILLAGE WARD NO SEVENTEEN TT ROAD,Beat No 17..,2023,3
84373,VADERHOBLI VILLAGE WARD NO SEVENTEEN TT ROAD,Beat No 17..,2024,1
84374,VADERHOBLI VILLAGE WARD NO TWENTY KUNDESHWARA WARD,Beat No 20..,2017,2
84375,VADERHOBLI VILLAGE WARD NO TWENTY KUNDESHWARA WARD,Beat No 20..,2018,2
84376,VADERHOBLI VILLAGE WARD NO TWENTY KUNDESHWARA WARD,Beat No 20..,2020,3
84377,VADERHOBLI VILLAGE WARD NO TWENTY KUNDESHWARA WARD,Beat No 20..,2021,2
84378,VADERHOBLI VILLAGE WARD NO TWENTY KUNDESHWARA WARD,Beat No 20..,2022,6
84379,VADERHOBLI VILLAGE WARD NO TWENTY KUNDESHWARA WARD,Beat No 20..,2023,1
84380,VADERHOBLI VILLAGE WARD NO TWENTYONE HUNCHARABETTU WARD,Beat No 21..,2017,1
84381,VADERHOBLI VILLAGE WARD NO TWENTYONE HUNCHARABETTU WARD,Beat No 21..,2020,1
84382,VADERHOBLI VILLAGE WARD NO TWENTYONE HUNCHARABETTU WARD,Beat No 21..,2021,1
84383,VADERHOBLI VILLAGE WARD NO TWENTYONE HUNCHARABETTU WARD,Beat No 21..,2022,1
84384,VADERHOBLI VILLAGE WARD NO TWENTYTHREE KALLAGARA WARD,Beat No 23..,2019,3
84385,VADERHOBLI VILLAGE WARD NO TWENTYTHREE KALLAGARA WARD,Beat No 23..,2020,1
84386,VADERHOBLI VILLAGE WARD NO TWENTYTHREE KALLAGARA WARD,Beat No 23..,2021,3
84387,VADERHOBLI VILLAGE WARD NO TWENTYTHREE KALLAGARA WARD,Beat No 23..,2022,3
84388,VADERHOBLI VILLAGE WARD NO TWENTYTWO SHANTHINIKETHANA WARD,Beat No 22..,2018,4
84389,VADERHOBLI VILLAGE WARD NO TWENTYTWO SHANTHINIKETHANA WARD,Beat No 22..,2019,1
84390,VADERHOBLI VILLAGE WARD NO TWENTYTWO SHANTHINIKETHANA WARD,Beat No 22..,2023,1
84391,VADEYANDALLI,New Beat 02..,2018,8
84392,VADEYANDALLI,New Beat 02..,2019,1
84393,VADEYANDALLI,New Beat 02..,2020,4
84394,VADEYANDALLI,New Beat 02..,2022,2
84395,VADEYANDALLI,New Beat 02..,2023,2
84396,VADEYAR MALLAPUR,BEAT 32..,2022,2
84397,VADEYARAHALLI,Beat 8..,2016,2
84398,VADEYARAHALLI,Beat 8..,2017,1
84399,VADEYARAHALLI,Beat 8..,2018,2
84400,VADEYARAHALLI,Beat 8..,2020,1
84401,VADEYARAHALLI,Beat 8..,2021,2
84402,VADEYARAHALLI,Beat 8..,2022,1
84403,VADEYARAHALLI,Beat 8..,2023,9
84404,VADEYARAHALLI,Beat 8..,2024,1
84405,VADEYARAPURA,BEAT NO 41..,2019,1
84406,VADEYARAPURA,BEAT NO 41..,2022,3
84407,VADEYARAPURA,BEAT NO 41..,2023,1
84408,VADGAON,BEAT NO 11..,2016,2
84409,VADGAON,BEAT NO 11..,2017,1
84410,VADGAON,BEAT NO 11..,2018,4
84411,VADGAON,BEAT NO 11..,2019,4
84412,VADGAON,BEAT NO 11..,2020,1
84413,VADGAON,BEAT NO 11..,2021,1
84414,VADGAON,BEAT NO 11..,2022,3
84415,VADGAON,BEAT NO 11..,2024,1
84416,VADIBUGRI,BEAT NO 9..,2019,1
84417,VADIBUGRI,BEAT NO 9..,2020,1
84418,VADIBUGRI,BEAT NO 9..,2021,1
84419,VADIBUGRI,BEAT NO 9..,2022,1
84420,VADIBUGRI,BEAT NO 9..,2023,1
84421,VADLEGOWDANADODDI,10..,2017,1
84422,VADLEGOWDANADODDI,10..,2019,1
84423,VADLEGOWDANADODDI,10..,2020,2
84424,VADLEGOWDANADODDI,10..,2021,5
84425,VADLEGOWDANADODDI,10..,2022,3
84426,VADLEGOWDANADODDI,10..,2024,2
84427,VADLOOR,Beat4..,2016,8
84428,VADLOOR,Beat4..,2017,2
84429,VADLOOR,Beat4..,2018,5
84430,VADLOOR,Beat4..,2019,5
84431,VADLOOR,Beat4..,2020,3
84432,VADLOOR,Beat4..,2021,4
84433,VADLOOR,Beat4..,2022,6
84434,VADLOOR,Beat4..,2023,5
84435,VADNALLI,Z..,2022,2
84436,VAIBHAV NAGAR,Beat 1..,2016,20
84437,VAIBHAV NAGAR,Beat 1..,2017,8
84438,VAIBHAV NAGAR,Beat 1..,2018,1
84439,VAIBHAV NAGAR,Beat 1..,2020,1
84440,VAIBHAVA NAGAR,apmc ps..,2016,1
84441,VAIBHAVA NAGAR,apmc ps..,2018,1
84442,VAIBHAVA NAGAR,apmcps..,2016,1
84443,VAIBHAVA NAGAR,apmcps..,2021,2
84444,VAIBHAVA NAGAR,apmcps..,2022,1
84445,VAIDHYANATHPURA,NEW BEAT 09..,2017,1
84446,VAIDHYANATHPURA,NEW BEAT 09..,2018,4
84447,VAIDHYANATHPURA,NEW BEAT 09..,2019,2
84448,VAIDHYANATHPURA,NEW BEAT 09..,2021,1
84449,VAIDHYANATHPURA,NEW BEAT 09..,2023,2
84450,VAINI,NEW BEAT 14..,2020,1
84451,VAINI,NEW BEAT 14..,2021,4
84452,VAINI,NEW BEAT 14..,2022,4
84453,VAINI,NEW BEAT 14..,2023,5
84454,VAINI,NEW BEAT 14..,2024,2
84455,VAISHNAVI COLONY,Beat 1..,2016,30
84456,VAISHNAVI COLONY,Beat 1..,2017,14
84457,VAISHNAVI COLONY,Beat 1..,2018,2
84458,VAISHNAVI COLONY,Beat 1..,2019,1
84459,VAISHNAVI COLONY,Beat 1..,2021,3
84460,VAISHNAVI COLONY,Beat 1..,2022,3
84461,VAISHNAVI COLONY,Beat 1..,2023,6
84462,VAISHNAVI COLONY,Beat 1..,2024,1
84463,VAJAMANGALA,2 nd Beat..,2016,10
84464,VAJAMANGALA,2 nd Beat..,2017,6
84465,VAJAMANGALA,2 nd Beat..,2018,1
84466,VAJAMANGALA,2 nd Beat..,2019,1
84467,VAJAMANGALA,2 nd Beat..,2020,1
84468,VAJAMANGALA,2 nd Beat..,2021,2
84469,VAJAMANGALA,2 nd Beat..,2022,2
84470,VAJAMANGALA,2 nd Beat..,2023,6
84471,VAJAMANGALA,2 nd Beat..,2024,1
84472,VAJARAHALLI,35 VAJARAHALLI JYOTHINAGARA..,2019,1
84473,VAJARAHALLI,35 VAJARAHALLI JYOTHINAGARA..,2020,7
84474,VAJARAHALLI,35 VAJARAHALLI JYOTHINAGARA..,2021,3
84475,VAJARAHALLI,35 VAJARAHALLI JYOTHINAGARA..,2022,2
84476,VAJARAHALLI,35 VAJARAHALLI JYOTHINAGARA..,2023,15
84477,VAJARAHALLI,35 VAJARAHALLI JYOTHINAGARA..,2024,3
84478,VAJARAHALLI,BEAT 7..,2016,21
84479,VAJARAHALLI,BEAT 7..,2017,5
84480,VAJARAHALLI,BEAT 7..,2018,6
84481,VAJARAHALLI,BEAT 7..,2019,5
84482,VAJARAHALLI,BEAT 7..,2020,6
84483,VAJARAHALLI,BEAT 7..,2021,7
84484,VAJARAHALLI,BEAT 7..,2022,27
84485,VAJARAHALLI,BEAT 7..,2023,21
84486,VAJARAHALLI,BEAT 7..,2024,3
84487,VAJARAHALLI,Beat 10..,2016,4
84488,VAJARAHALLI,Beat 10..,2017,6
84489,VAJARAHALLI,Beat 10..,2018,2
84490,VAJARAHALLI,Beat 10..,2019,7
84491,VAJARAHALLI,Beat 10..,2020,4
84492,VAJARAHALLI,Beat 10..,2021,6
84493,VAJARAHALLI,Beat 10..,2022,5
84494,VAJARAHALLI,Beat 10..,2023,12
84495,VAJARAHALLI,Beat 10..,2024,1
84496,VAJARAHALLI,Beat11..,2018,16
84497,VAJARAHALLI,Beat11..,2019,17
84498,VAJARAHALLI,Beat11..,2020,15
84499,VAJARAHALLI,Beat11..,2021,16
84500,VAJARAHALLI,Beat11..,2022,19
84501,VAJARAHALLI,Beat11..,2023,31
84502,VAJARAHALLI,Beat11..,2024,6
84503,VAJJANAKURIKE,Beat No 06..,2016,1
84504,VAJJANAKURIKE,Beat No 06..,2018,1
84505,VAJJANAKURIKE,Beat No 06..,2019,1
84506,VAJJANAKURIKE,Beat No 06..,2021,1
84507,VAJJANAKURIKE,Beat No 06..,2022,2
84508,VAJJANAKURIKE,Beat No 06..,2023,3
84509,VAJJANAKURIKE,Beat No 18..,2017,1
84510,VAJJANAKURIKE,Beat No 18..,2019,2
84511,VAJJANAKURIKE,Beat No 18..,2020,2
84512,VAJJANAKURIKE,Beat No 18..,2022,5
84513,VAJRABANDI,19..,2017,1
84514,VAJRABANDI,19..,2020,2
84515,VAJRABANDI,19..,2021,3
84516,VAJRABANDI,19..,2022,2
84517,VAJRABANDI,19..,2023,4
84518,VAJRANAGENAHALLY,13..,2016,1
84519,VAJRANAGENAHALLY,13..,2017,1
84520,VAJRANAGENAHALLY,13..,2019,4
84521,VAJRANAGENAHALLY,13..,2020,3
84522,VAJRANAGENAHALLY,13..,2021,2
84523,VAJRANAGENAHALLY,13..,2022,4
84524,VAJRANAGENAHALLY,13..,2023,4
84525,VAJRANAGENAHALLY,13..,2024,1
84526,VAKIL GATE,06..,2018,3
84527,VAKIL GATE,06..,2019,1
84528,VAKIL GATE,06..,2020,3
84529,VAKIL GATE,06..,2021,1
84530,VAKIL GATE,06..,2022,2
84531,VAKIL GATE,06..,2023,2
84532,VAKKARNE BAVI STREET,New Town Beat 08..,2021,2
84533,VAKKARNE BAVI STREET,New Town Beat 08..,2022,4
84534,VAKKARNE BAVI STREET,New Town Beat 08..,2024,1
84535,VAKKUND,08 VAKKUND..,2018,1
84536,VAKKUND,08 VAKKUND..,2019,3
84537,VAKKUND,08 VAKKUND..,2020,5
84538,VAKKUND,08 VAKKUND..,2021,6
84539,VAKKUND,08 VAKKUND..,2022,1
84540,VAKKUND,08 VAKKUND..,2023,3
84541,VAKWADY VILLAGE WARD NO THREE,Beat No 36..,2018,1
84542,VAKWADY VILLAGE WARD NO THREE,Beat No 36..,2019,1
84543,VAKWADY VILLAGE WARD NO THREE,Beat No 36..,2022,1
84544,VAKWADY VILLAGE WARD NO THREE,Beat No 36..,2023,2
84545,VALAGARAHALLY VILLAGE,New Village Beat 26..,2020,6
84546,VALAGARAHALLY VILLAGE,New Village Beat 26..,2021,1
84547,VALAGARAHALLY VILLAGE,New Village Beat 26..,2022,2
84548,VALAGARAHALLY VILLAGE,New Village Beat 26..,2023,2
84549,VALAGARAHALLY VILLAGE,New Village Beat 26..,2024,1
84550,VALAGERAHALLI,BEAT 22..,2018,2
84551,VALAGERAHALLI,BEAT 22..,2020,3
84552,VALAGERAHALLI,BEAT 22..,2021,3
84553,VALAGERAHALLI,BEAT 22..,2022,4
84554,VALAGERANAHALLY,BEAT 19..,2016,2
84555,VALAGERANAHALLY,BEAT 19..,2017,3
84556,VALAGERANAHALLY,BEAT 19..,2018,2
84557,VALAGERANAHALLY,BEAT 19..,2019,11
84558,VALAGERANAHALLY,BEAT 19..,2020,5
84559,VALAGERANAHALLY,BEAT 19..,2021,8
84560,VALAGERANAHALLY,BEAT 19..,2022,10
84561,VALAGERANAHALLY,BEAT 19..,2023,12
84562,VALAGERANAHALLY,BEAT 19..,2024,2
84563,VALAGERAPURA,NEW BEAT 22..,2018,4
84564,VALAGERAPURA,NEW BEAT 22..,2020,3
84565,VALAGERAPURA,NEW BEAT 22..,2021,5
84566,VALAGERAPURA,NEW BEAT 22..,2023,1
84567,VALAGERE HALLI POLICE QUARTARS,6TH BEAT..,2016,16
84568,VALAGERE HALLI POLICE QUARTARS,6TH BEAT..,2017,7
84569,VALAGERE HALLI POLICE QUARTARS,6TH BEAT..,2018,13
84570,VALAGERE HALLI POLICE QUARTARS,6TH BEAT..,2019,7
84571,VALAGERE HALLI POLICE QUARTARS,6TH BEAT..,2020,9
84572,VALAGERE HALLI POLICE QUARTARS,6TH BEAT..,2021,15
84573,VALAGERE HALLI POLICE QUARTARS,6TH BEAT..,2022,14
84574,VALAGERE HALLI POLICE QUARTARS,6TH BEAT..,2023,17
84575,VALAGEREDEVARAHALLY,Village Beat 7..,2016,22
84576,VALAGEREDEVARAHALLY,Village Beat 7..,2017,16
84577,VALAGEREDEVARAHALLY,Village Beat 7..,2023,1
84578,VALAGEREDODDI,1..,2016,2
84579,VALAGEREDODDI,1..,2017,6
84580,VALAGEREDODDI VILLAGE,New Beat No 03..,2017,1
84581,VALAGEREDODDI VILLAGE,New Beat No 03..,2018,2
84582,VALAGEREDODDI VILLAGE,New Beat No 03..,2019,1
84583,VALAGEREDODDI VILLAGE,New Beat No 03..,2021,1
84584,VALAGEREDODDI VILLAGE,New Beat No 03..,2022,1
84585,VALAGEREHALLI,NEW BEAT 08..,2017,1
84586,VALAGEREHALLI,NEW BEAT 08..,2018,8
84587,VALAGEREHALLI,NEW BEAT 08..,2019,7
84588,VALAGEREHALLI,NEW BEAT 08..,2020,6
84589,VALAGEREHALLI,NEW BEAT 08..,2021,8
84590,VALAGEREHALLI,NEW BEAT 08..,2022,10
84591,VALAGEREHALLI,NEW BEAT 08..,2023,6
84592,VALAGEREHALLI,NEW BEAT 08..,2024,2
84593,VALAGEREPURA,BEAT 27..,2019,1
84594,VALAGEREPURA,BEAT 27..,2020,3
84595,VALAGEREPURA,BEAT 27..,2021,5
84596,VALAGEREPURA,BEAT 27..,2022,6
84597,VALAGEREPURA,BEAT 27..,2023,2
84598,VALAGEREPURA,Beat no 03..,2016,12
84599,VALAGEREPURA,Beat no 03..,2017,2
84600,VALAPANAHALLI,BEAT 22..,2018,1
84601,VALAPANAHALLI,BEAT 22..,2019,4
84602,VALAPANAHALLI,BEAT 22..,2020,2
84603,VALAPANAHALLI,BEAT 22..,2021,4
84604,VALAPANAHALLI,BEAT 22..,2022,4
84605,VALAPANAHALLI,BEAT 22..,2023,5
84606,VALAPANAHALLI,BEAT 22..,2024,1
84607,VALENCIA,BEAT 4..,2016,16
84608,VALENCIA,BEAT 4..,2017,13
84609,VALENCIA,BEAT 4..,2018,16
84610,VALENCIA,BEAT 4..,2019,14
84611,VALENCIA,BEAT 4..,2020,4
84612,VALENCIA,BEAT 4..,2021,4
84613,VALENCIA,BEAT 4..,2022,7
84614,VALENCIA,BEAT 4..,2023,15
84615,VALENCIA,BEAT 4..,2024,1
84616,VALLABAI ROAD,NEW TOWN  BEAT 33..,2017,2
84617,VALLABAI ROAD,NEW TOWN  BEAT 33..,2018,8
84618,VALLABAI ROAD,NEW TOWN  BEAT 33..,2019,1
84619,VALLABAI ROAD,NEW TOWN  BEAT 33..,2020,2
84620,VALLABAI ROAD,NEW TOWN  BEAT 33..,2021,5
84621,VALLABAI ROAD,NEW TOWN  BEAT 33..,2022,2
84622,VALLABHA NAGARA,BEAT 18..,2018,2
84623,VALLABHA NAGARA,BEAT 18..,2019,3
84624,VALLABHA NAGARA,BEAT 18..,2020,1
84625,VALLABHA NAGARA,BEAT 18..,2021,3
84626,VALLABHA NAGARA,BEAT 18..,2022,5
84627,VALLABHA NAGARA,BEAT 18..,2023,6
84628,VALLABHAI ROAD,PMPS BEAT 7..,2022,4
84629,VALLABHAI ROAD,PMPS BEAT 7..,2023,12
84630,VALLABHAI ROAD,PMPS BEAT 7..,2024,4
84631,VALLABHANAGAR,BEAT 4..,2016,54
84632,VALLABHANAGAR,BEAT 4..,2017,60
84633,VALLABHANAGAR,BEAT 4..,2018,2
84634,VALLABHANAGAR,BEAT 4..,2019,6
84635,VALLABHANAGAR,BEAT 4..,2020,3
84636,VALLABHANAGAR,BEAT 4..,2021,2
84637,VALLABHANAGAR,BEAT 4..,2022,5
84638,VALLABHANAGAR,BEAT 4..,2023,3
84639,VALLABHANAGAR,BEAT 4..,2024,1
84640,VALLURU,02..,2016,1
84641,VALLURU,02..,2017,2
84642,VALLURU,02..,2018,5
84643,VALLURU,02..,2019,2
84644,VALLURU,02..,2020,1
84645,VALLURU,02..,2022,1
84646,VALLURU,02..,2023,4
84647,VALVEKARGALLI,BEAT 2..,2016,2
84648,VALVEKARGALLI,BEAT 2..,2017,1
84649,VALVEKARGALLI,BEAT 2..,2018,1
84650,VALVEKARGALLI,BEAT 2..,2019,4
84651,VALVEKARGALLI,BEAT 2..,2020,4
84652,VALVEKARGALLI,BEAT 2..,2021,4
84653,VALVEKARGALLI,BEAT 2..,2022,4
84654,VALVEKARGALLI,BEAT 2..,2023,3
84655,VALVEKARGALLI,BEAT 2..,2024,1
84656,VANADURGA,BEAT 07..,2016,8
84657,VANADURGA,BEAT 07..,2017,7
84658,VANADURGA,BEAT 07..,2018,8
84659,VANADURGA,BEAT 07..,2019,8
84660,VANADURGA,BEAT 07..,2020,11
84661,VANADURGA,BEAT 07..,2021,14
84662,VANADURGA,BEAT 07..,2022,1
84663,VANADURGA,BEAT 07..,2023,2
84664,VANAGERI,Village Beat No 18..,2018,1
84665,VANAGERI,Village Beat No 18..,2019,10
84666,VANAGERI,Village Beat No 18..,2020,4
84667,VANAGERI,Village Beat No 18..,2021,1
84668,VANAGERI,Village Beat No 18..,2022,6
84669,VANAGERI,Village Beat No 18..,2023,2
84670,VANAGERI,Village Beat No 18..,2024,1
84671,VANAGUR H.P,6th beat..,2016,1
84672,VANAGUR H.P,6th beat..,2017,3
84673,VANAGUR H.P,6th beat..,2018,2
84674,VANAGUR H.P,6th beat..,2019,1
84675,VANAGUR H.P,6th beat..,2020,5
84676,VANAGUR H.P,6th beat..,2022,1
84677,VANAGUR H.P,6th beat..,2023,4
84678,VANAKANAHALLI,BEAT 1..,2016,18
84679,VANAKANAHALLI,BEAT 1..,2017,10
84680,VANAKANAHALLI,BEAT 1..,2018,6
84681,VANAKANAHALLI,BEAT 1..,2019,7
84682,VANAKANAHALLI,BEAT 1..,2020,6
84683,VANAKANAHALLI,BEAT 1..,2021,9
84684,VANAKANAHALLI,BEAT 1..,2022,12
84685,VANAKANAHALLI,BEAT 1..,2023,13
84686,VANAKANAHALLI,BEAT 1..,2024,3
84687,VANAKIHAL,BEAT NO 20..,2020,1
84688,VANAKIHAL,BEAT NO 20..,2022,1
84689,VANASHRI NAGAR,13 Vanashri Nagar..,2021,2
84690,VANASHRI NAGAR,13 Vanashri Nagar..,2022,1
84691,VANASHRI NAGAR,13 Vanashri Nagar..,2023,1
84692,VANDAL,BEAT NO 31..,2017,1
84693,VANDAL,BEAT NO 31..,2018,1
84694,VANDAL,BEAT NO 31..,2020,2
84695,VANDAL,New Beat No 19..,2019,4
84696,VANDAL,New Beat No 19..,2020,2
84697,VANDAL,New Beat No 19..,2021,1
84698,VANDAL,New Beat No 19..,2022,1
84699,VANDALI HOSUR VILLAGE,BEAT NO 12..,2019,1
84700,VANDALI HOSUR VILLAGE,BEAT NO 12..,2022,2
84701,VANDAR,BEAT 5..,2016,11
84702,VANDAR,BEAT 5..,2017,7
84703,VANDAR,BEAT 5..,2018,1
84704,VANDAR,BEAT 5..,2019,1
84705,VANDAR,BEAT 5..,2020,1
84706,VANDAR,BEAT 5..,2022,2
84707,VANDAR,BEAT 5..,2023,4
84708,VANDARU,BEAT 3..,2016,14
84709,VANDARU,BEAT 3..,2017,12
84710,VANDARU,BEAT 3..,2018,2
84711,VANDARU,BEAT 3..,2019,1
84712,VANDIGE,BEAT NO 56..,2018,1
84713,VANDIGE,BEAT NO 56..,2019,4
84714,VANDIGE,BEAT NO 56..,2022,1
84715,VANDIGE,BEAT NO 56..,2023,6
84716,VANDLI HOSURU,BEAT NO 6..,2017,1
84717,VANDLI HOSURU,BEAT NO 6..,2018,3
84718,VANDLI HOSURU,BEAT NO 6..,2019,3
84719,VANDLI HOSURU,BEAT NO 6..,2020,2
84720,VANDLI HOSURU,BEAT NO 6..,2021,2
84721,VANDLI HOSURU,BEAT NO 6..,2022,2
84722,VANDLI HOSURU,BEAT NO 6..,2023,5
84723,VANGASIVARIPALLI,5  Beat Vangasivaripalli..,2021,1
84724,VANI VILAS HOSPITAL,BEAT 2..,2016,13
84725,VANI VILASA HOSPITAL,BEAT 29..,2019,1
84726,VANI VILASA HOSPITAL,BEAT 29..,2021,1
84727,VANI VILASA HOSPITAL,BEAT 29..,2022,2
84728,VANI VILASA HOSPITAL,BEAT 29..,2023,1
84729,VANI VILASA HOSPITAL,BEAT 29..,2024,1
84730,VANI VILASA HOSPITAL,BEAT 32..,2018,6
84731,VANI VILASA HOSPITAL,BEAT 32..,2019,3
84732,VANI VILASA HOSPITAL,BEAT 32..,2020,1
84733,VANI VILASA HOSPITAL,BEAT 32..,2022,4
84734,VANI VILASA HOSPITAL,BEAT 32..,2023,1
84735,VANI VILASA HOSPITAL,BEAT 32..,2024,1
84736,VANI VILASA ROAD,BEAT 14..,2018,3
84737,VANI VILASA ROAD,BEAT 14..,2019,4
84738,VANI VILASA ROAD,BEAT 14..,2020,2
84739,VANI VILASA ROAD,BEAT 14..,2021,2
84740,VANI VILASA ROAD,BEAT 14..,2022,4
84741,VANI VILASA ROAD,BEAT 14..,2023,3
84742,VANIGANAHALLI,12..,2017,1
84743,VANIGANAHALLI,12..,2018,10
84744,VANIGANAHALLI,12..,2019,4
84745,VANIGANAHALLI,12..,2020,3
84746,VANIGANAHALLI,12..,2021,2
84747,VANIGANAHALLI,12..,2022,5
84748,VANIGANAHALLI,12..,2023,3
84749,VANKA CAMP,BEAT 3..,2016,2
84750,VANKA CAMP,BEAT 3..,2017,12
84751,VANKA CAMP,BEAT 3..,2018,3
84752,VANKA CAMP,BEAT 3..,2019,3
84753,VANKA CAMP,BEAT 3..,2020,3
84754,VANKA CAMP,BEAT 3..,2021,1
84755,VANKA CAMP,BEAT 3..,2022,6
84756,VANKA CAMP,BEAT 3..,2023,7
84757,VANKASAMBRA,KADECHUR BEAT NO 26..,2018,2
84758,VANKASAMBRA,KADECHUR BEAT NO 26..,2019,3
84759,VANKASAMBRA,KADECHUR BEAT NO 26..,2020,7
84760,VANKASAMBRA,KADECHUR BEAT NO 26..,2021,2
84761,VANKASAMBRA,KADECHUR BEAT NO 26..,2022,3
84762,VANKASAMBRA,KADECHUR BEAT NO 26..,2023,4
84763,VANKASAMBRA,KADECHUR BEAT NO 26..,2024,2
84764,VANKASAMBRA,KADECHUR OP BEAT 24..,2016,5
84765,VANKASAMBRA,KADECHUR OP BEAT 24..,2017,8
84766,VANKASAMBRA,KADECHUR OP BEAT 24..,2018,4
84767,VANKASAMBRA,KADECHUR OP BEAT 24..,2019,3
84768,VANKASAMBRA,KADECHUR OP BEAT 24..,2020,2
84769,VANKASAMBRA,KADECHUR OP BEAT 24..,2021,9
84770,VANKASAMBRA,KADECHUR OP BEAT 24..,2022,1
84771,VANKASAMBRA,KADECHUR OP BEAT 24..,2023,4
84772,VANNALLI,Beat 3..,2022,1
84773,VANNUR,15 Beat..,2017,1
84774,VANNUR,15 Beat..,2018,3
84775,VANNUR,15 Beat..,2020,4
84776,VANNUR,15 Beat..,2021,5
84777,VANNUR,15 Beat..,2022,4
84778,VANNUR,15 Beat..,2023,2
84779,VANNUR AREA,6 Beat..,2016,10
84780,VANNUR AREA,6 Beat..,2017,2
84781,VANNUR AREA,6 Beat..,2019,1
84782,VANNUR AREA,6 Beat..,2021,2
84783,VANTAMURI,BEAT 10..,2016,3
84784,VANTAMURI,BEAT 10..,2017,4
84785,VANTAMURI,BEAT 10..,2018,3
84786,VANTAMURI,BEAT 10..,2019,2
84787,VANTAMURI,BEAT 10..,2020,1
84788,VANTAMURI,BEAT 10..,2022,6
84789,VANTAMURI,BEAT 10..,2023,4
84790,VANTMURI COLONY,14..,2017,4
84791,VANTMURI COLONY,14..,2018,1
84792,VANTMURI COLONY,14..,2020,2
84793,VANTMURI COLONY,14..,2021,1
84794,VANTMURI COLONY,14..,2022,1
84795,VANTMURI COLONY,14..,2023,1
84796,VANTMURI COLONY,15..,2017,2
84797,VANTMURI COLONY,15..,2018,2
84798,VANTMURI JANATHA PLOT,16..,2019,2
84799,VANTMURI JANATHA PLOT,16..,2020,1
84800,VANTMURI JANATHA PLOT,16..,2021,1
84801,VANTMURI JANATHA PLOT,16..,2022,1
84802,VANTMURI JANATHA PLOT,16..,2023,1
84803,VANTOORU,BEAT 10..,2017,4
84804,VANTOORU,BEAT 10..,2018,6
84805,VANTOORU,BEAT 10..,2019,8
84806,VANTOORU,BEAT 10..,2020,1
84807,VANTOORU,BEAT 10..,2021,2
84808,VANTOORU,BEAT 10..,2022,7
84809,VANTOORU,BEAT 10..,2023,1
84810,VAPASANDRA,BEAT 1..,2016,26
84811,VAPASANDRA,BEAT 1..,2017,13
84812,VAPASANDRA,BEAT 1..,2018,24
84813,VAPASANDRA,BEAT 1..,2019,19
84814,VAPASANDRA,BEAT 1..,2020,3
84815,VAPASANDRA,BEAT 1..,2021,17
84816,VAPASANDRA,BEAT 1..,2022,24
84817,VAPASANDRA,BEAT 1..,2023,31
84818,VAPASANDRA,BEAT 1..,2024,3
84819,VAPASANDRA,BEAT NO 1..,2018,1
84820,VAPASANDRA,BEAT NO 1..,2019,6
84821,VAPASANDRA,BEAT NO 1..,2020,3
84822,VAPASANDRA,BEAT NO 1..,2021,12
84823,VAPASANDRA,BEAT NO 1..,2022,21
84824,VAPASANDRA,BEAT NO 1..,2023,20
84825,VAPASANDRA,BEAT NO 1..,2024,5
84826,VARADAHALLI,Beat 1..,2020,1
84827,VARADAPURA RAILWAY STATION,Bangarpet Chennai Route..,2016,3
84828,VARADAPURA RAILWAY STATION,Bangarpet Chennai Route..,2018,2
84829,VARADAPURA RAILWAY STATION,Bangarpet Chennai Route..,2019,3
84830,VARADAPURA RAILWAY STATION,Bangarpet Chennai Route..,2021,2
84831,VARADAPURA RAILWAY STATION,Bangarpet Chennai Route..,2024,1
84832,VARAHASANDRA,37 th beat..,2020,5
84833,VARAHASANDRA,37 th beat..,2021,2
84834,VARAHASANDRA,37 th beat..,2022,1
84835,VARAHASANDRA,37 th beat..,2023,1
84836,VARAHASANDRA,Beat30..,2018,2
84837,VARAHASANDRA,Beat30..,2019,3
84838,VARAHASANDRA,Beat30..,2020,4
84839,VARAHASANDRA,Beat30..,2021,2
84840,VARAHASANDRA,Beat30..,2023,1
84841,VARAHASANDRA,Beat30..,2024,2
84842,VARAKERI ISR ROAD,BEAT 2..,2016,3
84843,VARAKERI ISR ROAD,BEAT 2..,2017,3
84844,VARAKERI ISR ROAD,BEAT 2..,2018,6
84845,VARAKERI ISR ROAD,BEAT 2..,2019,7
84846,VARAKERI ISR ROAD,BEAT 2..,2020,4
84847,VARAKERI ISR ROAD,BEAT 2..,2021,4
84848,VARAKERI ISR ROAD,BEAT 2..,2022,7
84849,VARAKERI ISR ROAD,BEAT 2..,2023,6
84850,VARAKERI ISR ROAD,BEAT 2..,2024,1
84851,VARANDA,NEW BEAT 19..,2021,1
84852,VARAV NAGALAVI,NEW BEAT 17..,2018,3
84853,VARAV NAGALAVI,NEW BEAT 17..,2019,1
84854,VARAV NAGALAVI,NEW BEAT 17..,2020,1
84855,VARAV NAGALAVI,NEW BEAT 17..,2021,2
84856,VARAVANAGALAVI,BEAT 4..,2016,2
84857,VARAVANAGALAVI,BEAT 4..,2018,1
84858,VARAVANAGALAVI,BEAT 4..,2019,2
84859,VARAVANAGALAVI,BEAT 4..,2023,1
84860,VARAVATTI K,BEAT NO 23..,2017,2
84861,VARAVATTI K,BEAT NO 23..,2020,4
84862,VARAVATTI K,BEAT NO 23..,2021,5
84863,VARAVATTI K,BEAT NO 23..,2023,3
84864,VARAVI,Shirahatti Beat 16..,2018,6
84865,VARAVI,Shirahatti Beat 16..,2019,2
84866,VARAVI,Shirahatti Beat 16..,2020,1
84867,VARAVI,Shirahatti Beat 16..,2021,1
84868,VARAVI,Shirahatti Beat 16..,2023,1
